Date,Open,High,Low,Close,Adj Close,Volume
2019-05-13,38.168880,38.567364,38.092979,38.491463,35.227509,28010788
2019-05-14,38.510437,38.776093,38.481972,38.576851,35.305653,26772759
2019-05-15,38.766602,39.174572,38.614799,39.041744,35.731125,33520678
2019-05-16,39.041744,39.829224,39.041744,39.506641,36.156597,25508486
2019-05-17,39.184059,39.667931,39.136623,39.345352,36.008991,29187684
2019-05-20,39.278938,39.573055,39.165085,39.459202,36.113186,24251591
2019-05-21,39.573055,39.667931,39.364326,39.535103,36.182648,28785056
2019-05-22,39.554081,40.047440,39.421253,39.838711,36.460514,25274604
2019-05-23,39.696396,39.829224,39.516129,39.772297,36.399731,25495944
2019-05-24,39.905125,40.142315,39.724857,39.800758,36.425774,15383341
2019-05-28,39.990513,40.303604,39.743832,39.753323,36.382362,49440610
2019-05-29,39.563568,39.696396,39.165085,39.582542,36.226063,26895761
2019-05-30,39.544594,39.800758,39.449715,39.753323,36.382362,17344308
2019-05-31,39.554081,39.829224,39.326378,39.392788,36.052399,22639288
2019-06-03,39.497154,40.028461,39.440228,39.772297,36.399731,22643082
2019-06-04,40.303604,40.559772,39.886147,40.066414,36.668911,18453537
2019-06-05,40.417458,40.645161,40.237190,40.303604,36.885983,21418861
2019-06-06,40.607212,40.882355,40.303604,40.521824,37.085693,24494222
2019-06-07,40.777988,41.034157,40.664139,40.721062,37.268036,20023470
2019-06-10,41.024670,41.024670,40.483871,40.863377,37.398293,15275727
2019-06-11,40.986717,41.081593,40.370018,40.483871,37.050964,18813162
2019-06-12,40.294117,40.958256,40.284630,40.872864,37.406975,16296843
2019-06-13,40.863377,40.929790,40.199242,40.322582,36.903355,14464042
2019-06-14,40.341557,40.673622,40.303604,40.569260,37.129112,13197872
2019-06-17,40.512333,40.702087,40.180267,40.683113,37.233315,14094931
2019-06-18,40.626186,41.110058,40.626186,40.863377,37.398293,22833434
2019-06-19,40.958256,41.356735,40.882355,41.271347,37.771667,21753611
2019-06-20,41.584438,41.850094,41.280834,41.366222,37.858494,23500300
2019-06-21,41.318787,41.745731,41.091084,41.432636,37.919270,38141203
2019-06-24,41.451614,41.650852,41.242886,41.518028,37.997429,24624075
2019-06-25,41.603416,42.020874,41.518028,41.518028,37.997429,28429015
2019-06-26,41.442123,41.555977,40.322582,40.787476,37.328823,41009348
2019-06-27,40.815941,41.328274,40.806454,41.204933,37.710884,21994977
2019-06-28,41.223907,41.480076,40.777988,41.100571,37.615368,39726209
2019-07-01,41.280834,41.631878,41.119545,41.527515,38.006111,21341392
2019-07-02,41.442123,41.954460,41.423149,41.954460,38.396854,16541898
2019-07-03,42.096775,42.277039,41.726753,42.125237,38.553150,10297580
2019-07-05,42.039848,42.077801,41.537003,41.669830,38.136360,18295227
2019-07-08,41.555977,41.622391,40.777988,41.081593,37.598003,23955312
2019-07-09,41.195446,41.555977,41.081593,41.148006,37.658783,14223308
2019-07-10,41.413662,41.850094,41.214420,41.802658,38.257919,15298599
2019-07-11,41.100571,41.328274,40.208729,40.777988,37.320141,38383518
2019-07-12,40.711575,40.787476,39.857685,40.227703,36.816513,33580967
2019-07-15,40.104362,40.578747,40.075901,40.559772,37.120422,20363912
2019-07-16,40.597721,40.768501,40.303604,40.654648,37.207260,19553386
2019-07-17,40.882355,40.977230,40.540798,40.550285,37.111748,16341532
2019-07-18,40.664139,40.853889,40.370018,40.853889,37.389610,13728877
2019-07-19,40.977230,40.996204,40.578747,40.578747,37.137794,23552579
2019-07-22,40.635674,40.815941,40.370018,40.626186,37.181213,12552086
2019-07-23,40.654648,41.015179,40.559772,40.882355,37.415653,19586904
2019-07-24,40.796963,40.796963,40.199242,40.692600,37.241993,18117838
2019-07-25,40.635674,40.796963,40.351044,40.483871,37.050964,17514634
2019-07-26,40.474384,40.958256,40.256168,40.882355,37.415653,21062187
2019-07-29,40.009487,40.796963,39.222012,39.326378,35.991623,64559186
2019-07-30,37.789375,38.178368,36.622391,36.802658,33.681904,95739668
2019-07-31,36.622391,37.637569,36.537003,36.850094,33.725323,56309423
2019-08-01,36.347248,36.641365,35.749527,36.290321,33.523739,51624920
2019-08-02,36.290321,36.565464,35.815941,36.053131,33.304630,29153640
2019-08-05,35.825428,35.891842,34.544594,35.066414,32.393139,46030183
2019-08-06,35.284630,35.398483,34.601517,35.056927,32.384380,31985843
2019-08-07,34.772297,34.895638,34.022770,34.705883,32.060093,32017253
2019-08-08,34.819733,35.056927,34.724857,34.981026,32.314255,23356429
2019-08-09,34.886147,34.943073,34.259960,34.487667,31.858513,25391703
2019-08-12,34.449715,34.459202,32.998100,33.576851,31.017134,44212665
2019-08-13,33.614799,33.975330,33.349148,33.396584,30.850607,45549453
2019-08-14,33.140415,33.187855,32.447819,32.485767,30.009224,38633421
2019-08-15,32.542694,32.808350,32.229603,32.713470,30.219568,30713665
2019-08-16,32.941177,33.216320,32.722961,32.874763,30.368565,30012334
2019-08-19,33.092979,33.510437,33.045540,33.377609,30.833078,21997296
2019-08-20,33.301708,33.358635,32.798862,32.836811,30.333502,19932510
2019-08-21,33.149906,33.320683,33.036053,33.083492,30.561378,19208728
2019-08-22,33.168880,33.425049,33.017078,33.282730,30.745432,16933142
2019-08-23,33.406071,33.538898,32.419353,32.580647,30.096869,27765311
2019-08-26,32.846298,33.074005,32.713470,33.055027,30.535089,17468680
2019-08-27,33.216320,33.292221,32.552181,32.580647,30.096869,24715351
2019-08-28,32.599621,33.349148,32.523720,33.282730,30.745432,26047924
2019-08-29,33.956356,33.956356,33.425049,33.519924,30.964540,19610302
2019-08-30,33.795067,33.889942,33.472485,33.728653,31.157362,18873346
2019-09-03,33.785580,34.421253,33.690701,34.269451,31.656935,26624989
2019-09-04,34.440228,34.535103,33.870968,33.994308,31.402765,20649441
2019-09-05,34.259960,34.611008,34.051231,34.478176,31.849745,22096794
2019-09-06,34.497154,34.696396,34.259960,34.629982,31.989979,20873416
2019-09-09,34.715370,34.952560,34.278938,34.943073,32.279194,24675616
2019-09-10,34.715370,35.464897,34.174572,35.464897,32.761238,32250397
2019-09-11,35.806454,35.825428,35.009487,35.493359,32.787533,16963181
2019-09-12,35.645161,35.692600,35.161289,35.370018,32.673599,16692303
2019-09-13,35.474384,35.673622,34.734344,35.018974,32.349319,24099605
2019-09-16,34.592030,35.123341,34.487667,34.943073,32.279194,19877070
2019-09-17,34.905125,34.914612,34.487667,34.629982,31.989979,22091945
2019-09-18,34.696396,34.838711,34.402279,34.516129,31.884798,19679550
2019-09-19,34.554081,34.886147,34.478176,34.639469,31.998739,17746409
2019-09-20,35.000000,35.341557,34.611008,34.810246,32.156494,45990658
2019-09-23,34.516129,34.715370,34.373814,34.383301,31.762100,17295191
2019-09-24,34.411766,34.705883,34.136623,34.165085,31.560526,24186560
2019-09-25,34.070210,34.487667,33.870968,34.060722,31.464115,20269685
2019-09-26,34.222012,34.383301,33.747627,33.946869,31.358938,17059728
2019-09-27,34.022770,34.478176,33.889942,34.364326,31.744568,17583671
2019-09-30,34.421253,34.449715,34.079697,34.089184,31.490406,17205391
2019-10-01,34.089184,34.174572,33.614799,33.614799,31.052187,22013001
2019-10-02,33.453510,33.462997,32.884251,32.922199,30.412386,22458000
2019-10-03,32.931690,33.652752,32.827324,33.633778,31.069715,22076135
2019-10-04,33.671726,34.136623,33.633778,34.089184,31.490406,18065349
2019-10-07,33.984821,34.402279,33.965843,33.994308,31.402765,11759373
2019-10-08,33.823528,34.041744,33.605312,33.614799,31.052187,14761270
2019-10-09,33.823528,34.051231,33.709679,33.861481,31.280064,13634333
2019-10-10,33.842506,34.165085,33.776093,33.956356,31.367704,12198680
2019-10-11,34.288425,34.705883,34.222012,34.259960,31.648161,18446054
2019-10-14,34.307400,34.487667,34.136623,34.440228,31.814688,8700981
2019-10-15,34.582542,34.857685,34.544594,34.629982,31.989979,15178232
2019-10-16,34.753323,34.867172,34.459202,34.478176,31.849745,14435795
2019-10-17,34.620495,34.924099,34.506641,34.592030,31.954916,15312090
2019-10-18,34.563568,34.819733,34.487667,34.592030,31.954916,14219198
2019-10-21,34.772297,34.800758,34.497154,34.592030,31.954916,13237081
2019-10-22,34.544594,34.819733,34.392788,34.563568,31.928627,14549416
2019-10-23,34.449715,34.895638,34.364326,34.886147,32.226608,14000598
2019-10-24,34.867172,34.952560,34.402279,34.525616,31.893566,19998385
2019-10-25,34.535103,34.990513,34.449715,34.886147,32.226608,17497665
2019-10-28,34.971539,35.559772,34.933586,35.370018,32.673599,25800339
2019-10-29,36.053131,36.774193,35.977230,36.252373,33.488686,32212032
2019-10-30,36.442123,36.831120,36.337761,36.508537,33.725323,22019430
2019-10-31,36.423149,36.603416,36.223907,36.404175,33.628910,24539860
2019-11-01,36.707779,36.944973,36.423149,36.423149,33.646439,19263220
2019-11-04,36.726753,36.755219,36.081593,36.081593,33.330925,17709730
2019-11-05,36.081593,36.148006,35.550285,35.559772,32.848888,21688474
2019-11-06,35.683113,35.796963,35.436432,35.683113,32.962822,18757722
2019-11-07,35.483871,35.654648,34.990513,35.018974,32.661953,22727297
2019-11-08,34.990513,35.256168,34.943073,35.151802,32.785839,26626886
2019-11-11,35.018974,35.113853,34.867172,35.037952,32.679649,12542916
2019-11-12,34.943073,35.189754,34.819733,35.075901,32.715046,13338370
2019-11-13,35.056927,35.056927,34.440228,34.724857,32.387634,25855252
2019-11-14,34.686909,34.876659,34.459202,34.677418,32.343384,25190600
2019-11-15,34.753323,35.550285,34.648956,35.370018,32.989368,36378810
2019-11-18,35.474384,35.521824,35.066414,35.313091,32.936275,18084532
2019-11-19,35.512333,35.749527,35.407970,35.730549,33.325630,26475110
2019-11-20,35.645161,35.759014,35.113853,35.151802,32.785839,19947582
2019-11-21,35.303604,35.996204,35.142315,35.806454,33.396435,20942664
2019-11-22,35.853889,36.442123,35.759014,36.366222,33.918522,25544006
2019-11-25,36.508537,36.888046,36.480076,36.698292,34.228237,31592385
2019-11-26,36.565464,36.612904,36.100571,36.328274,33.883125,34620633
2019-11-27,36.413662,36.726753,36.366222,36.650852,34.183994,19201034
2019-11-29,36.565464,36.888046,36.537003,36.546490,34.086655,9793873
2019-12-02,36.802658,36.812145,36.290321,36.328274,33.883125,15645998
2019-12-03,36.015179,36.242886,35.901329,36.100571,33.670750,20869832
2019-12-04,36.271347,36.299809,35.948769,36.185959,33.750389,14501248
2019-12-05,36.404175,36.404175,35.853889,36.081593,33.653046,13098058
2019-12-06,36.318787,36.546490,36.261860,36.328274,33.883125,12868708
2019-12-09,36.148006,36.413662,36.148006,36.356735,33.909668,15641571
2019-12-10,36.309299,36.603416,36.233398,36.508537,34.051254,19171311
2019-12-11,36.404175,36.593929,36.242886,36.261860,33.821182,15569372
2019-12-12,36.214420,36.641365,36.214420,36.565464,34.104347,13414469
2019-12-13,36.546490,36.698292,36.119545,36.366222,33.918522,16678496
2019-12-16,36.717270,37.381405,36.679317,37.134724,34.635296,24187824
2019-12-17,37.419353,37.419353,36.850094,36.907021,34.422920,29038016
2019-12-18,37.011387,37.077801,36.660343,36.897533,34.414070,27339390
2019-12-19,37.001900,37.144215,36.821632,36.973434,34.484867,22022276
2019-12-20,37.333965,37.514233,36.973434,37.220116,34.714943,58199772
2019-12-23,37.400379,37.495255,37.125237,37.305504,34.794579,17454345
2019-12-24,37.314991,37.419353,37.191650,37.277039,34.768036,5187683
2019-12-26,37.286530,37.542694,37.191650,37.362431,34.847679,9384078
2019-12-27,37.409866,37.590134,37.239090,37.305504,34.794579,10117662
2019-12-30,37.286530,37.400379,36.897533,36.916508,34.431763,11554264
2019-12-31,36.802658,37.191650,36.726753,37.172676,34.670692,15175703
2020-01-02,37.286530,37.333965,36.888046,37.134724,34.635296,16514072
2020-01-03,36.736244,37.229603,36.688805,36.935486,34.449467,14922848
2020-01-06,36.831120,37.001900,36.717270,36.888046,34.405216,15771951
2020-01-07,37.115749,37.125237,36.698292,36.764706,34.290184,20108107
2020-01-08,36.774193,37.210625,36.764706,37.058823,34.564507,16403507
2020-01-09,37.258064,37.258064,36.802658,36.897533,34.414070,21971895
2020-01-10,36.982922,37.599621,36.973434,37.466793,34.945015,21557357
2020-01-13,37.590134,37.732449,37.201138,37.390892,34.874222,15392405
2020-01-14,37.409866,38.026566,37.286530,38.017078,35.458267,20919160
2020-01-15,38.130932,38.776093,38.111954,38.586338,35.989208,23925800
2020-01-16,38.700191,38.709679,38.254269,38.529411,35.936111,16216422
2020-01-17,38.491463,38.719166,38.349148,38.434536,35.847622,23083970
2020-01-21,38.311195,38.576851,38.130932,38.273247,35.697186,23115696
2020-01-22,38.254269,38.339657,37.922199,38.130932,35.564453,18097812
2020-01-23,38.130932,38.738140,38.074005,38.624287,36.024605,27148510
2020-01-24,38.842506,38.870968,37.609108,37.779884,35.237034,34143698
2020-01-27,37.390892,38.358635,37.239090,38.102467,35.537899,31964026
2020-01-28,37.305504,37.466793,36.005692,36.185959,33.750389,70202408
2020-01-29,36.166985,36.413662,35.626186,35.654648,33.254837,34165726
2020-01-30,35.199242,35.265656,34.810246,35.170776,33.138626,32316589
2020-01-31,35.047440,35.531307,35.009487,35.332069,33.290596,33894005
2020-02-03,35.540798,36.091084,35.388992,35.588234,33.531960,20875735
2020-02-04,36.129032,36.280834,35.702087,35.759014,33.692875,31150865
2020-02-05,35.910816,36.593929,35.882355,36.214420,34.121967,29443490
2020-02-06,36.470589,36.527515,36.081593,36.299809,34.202419,21047748
2020-02-07,36.394688,36.432636,35.986717,36.100571,34.014698,21903596
2020-02-10,36.252373,36.261860,35.787476,35.872864,33.800144,19998385
2020-02-11,35.948769,36.176472,35.825428,36.138519,34.050453,16027335
2020-02-12,36.138519,36.233398,35.787476,35.806454,33.737579,22944315
2020-02-13,35.654648,35.654648,35.000000,35.037952,33.013474,22099745
2020-02-14,35.075901,35.142315,34.554081,34.639469,32.638016,21006747
2020-02-18,34.677418,34.791271,34.411766,34.459202,32.468166,17988513
2020-02-19,34.535103,34.629982,34.354839,34.373814,32.387711,17750941
2020-02-20,33.880455,34.212524,33.595825,34.013283,32.048008,42953135
2020-02-21,33.927895,33.984821,33.709679,33.889942,31.931797,32425256
2020-02-24,33.244781,33.586338,32.827324,32.893738,30.993151,37969296
2020-02-25,32.903225,32.960152,31.982922,32.191650,30.331633,41878898
2020-02-26,32.485767,33.406071,32.277039,32.941177,31.037849,47920005
2020-02-27,32.675522,33.880455,32.352940,32.352940,30.483603,55444827
2020-02-28,31.774195,32.201138,30.863379,31.707781,29.875719,66057447
2020-03-02,32.172676,33.159393,31.736242,33.092979,31.180883,42034469
2020-03-03,33.377609,33.946869,32.125237,32.542694,30.662390,46174475
2020-03-04,33.301708,34.592030,33.159393,34.535103,32.539680,38712155
2020-03-05,33.823528,34.326378,33.358635,33.643265,31.699366,35096303
2020-03-06,32.922199,33.368122,32.371918,33.225807,31.306034,40931036
2020-03-09,31.745731,32.912712,31.461102,32.030361,30.179663,43183856
2020-03-10,32.798862,32.884251,31.318787,32.817837,30.921635,40548329
2020-03-11,32.030361,32.144215,30.037951,30.521822,28.758284,65350213
2020-03-12,28.918406,30.360531,28.462997,28.481974,26.836300,62731445
2020-03-13,29.667933,31.195446,28.681213,31.034157,29.241018,60553038
2020-03-16,28.406073,30.626186,28.130930,28.633776,26.979328,50995050
2020-03-17,30.018974,30.977230,29.022770,30.512335,28.749344,54220606
2020-03-18,29.193548,30.939280,28.757116,30.702087,28.928135,43884976
2020-03-19,30.569260,30.597723,28.472486,28.861481,27.193876,59820929
2020-03-20,28.728653,29.098673,27.428843,27.523720,25.933413,52488989
2020-03-23,27.286528,28.064516,26.451612,27.030361,25.468559,52853041
2020-03-24,27.998102,28.510435,27.419355,28.178368,26.550236,44466784
2020-03-25,27.988615,29.146111,27.514231,28.225805,26.594933,44601275
2020-03-26,28.358635,30.351044,28.349146,30.123341,28.382830,43269967
2020-03-27,29.222012,30.113852,29.089184,29.316889,27.622974,38290344
2020-03-30,29.459204,31.166983,29.459204,30.996204,29.205259,29943508
2020-03-31,30.740038,31.309298,30.588236,30.967743,29.178440,29466151
2020-04-01,30.284630,30.626186,29.914612,30.123341,28.382830,26709625
2020-04-02,30.265656,31.309298,30.123341,31.185959,29.384048,27186876
2020-04-03,30.958254,32.153702,30.958254,31.916510,30.072388,32837370
2020-04-06,32.182163,33.111954,32.049335,32.798862,30.903759,40503217
2020-04-07,33.206833,33.368122,31.869070,31.888046,30.045570,24226295
2020-04-08,32.248577,33.017078,31.726755,32.827324,30.930576,25523980
2020-04-09,33.235294,33.937382,33.064514,33.576851,31.636797,30648107
2020-04-13,34.117645,34.136623,32.941177,33.339657,31.413311,18270141
2020-04-14,34.089184,34.753323,33.529411,34.573055,32.575443,21845309
2020-04-15,34.212524,34.373814,33.757114,34.127136,32.155293,21312196
2020-04-16,34.269451,34.402279,33.757114,34.041744,32.074829,20657451
2020-04-17,34.629982,35.104362,34.259960,35.018974,32.995598,24404843
2020-04-20,34.516129,35.018974,34.231499,34.231499,32.253616,22530620
2020-04-21,33.946869,34.089184,33.557877,33.795067,31.842403,23975233
2020-04-22,35.066414,35.104362,34.269451,34.392788,32.405590,20182624
2020-04-23,34.421253,35.483871,34.421253,34.810246,32.798923,20185365
2020-04-24,34.952560,35.512333,34.895638,35.464897,33.415752,17353794
2020-04-27,35.664139,36.565464,35.645161,36.366222,34.264999,23394057
2020-04-28,37.049335,37.210625,35.464897,35.967743,33.889549,35666728
2020-04-29,36.489563,36.574951,35.777988,36.166985,34.077271,26518535
2020-04-30,36.053131,36.537003,35.445919,36.394688,34.291821,29450973
2020-05-01,35.910816,35.996204,35.474384,35.711575,33.648178,22679867
2020-05-04,35.673622,35.977230,35.493359,35.692600,33.630295,19893512
2020-05-05,36.821632,36.869068,36.309299,36.537003,34.425915,24123952
2020-05-06,36.973434,37.011387,36.537003,36.537003,34.425915,24047432
2020-05-07,36.442123,36.518028,35.000000,35.066414,33.369568,33546080
2020-05-08,35.341557,35.464897,35.142315,35.313091,33.604313,19893618
2020-05-11,35.341557,36.252373,35.256168,36.148006,34.398827,25620421
2020-05-12,36.166985,36.280834,35.426945,35.445919,33.730713,19335314
2020-05-13,35.398483,35.502846,34.715370,35.151802,33.450825,24596882
2020-05-14,34.914612,36.015179,34.895638,35.977230,34.236309,22362507
2020-05-15,36.015179,36.214420,35.474384,35.825428,34.091854,25460002
2020-05-18,36.375713,36.489563,35.702087,36.119545,34.371742,22635177
2020-05-19,35.910816,36.072105,35.398483,35.749527,34.019627,19476234
2020-05-20,36.005692,36.242886,35.626186,35.702087,33.974483,17504200
2020-05-21,35.645161,35.721062,35.151802,35.351044,33.640427,17652181
2020-05-22,35.208729,35.607212,35.066414,35.578747,33.857113,15781226
2020-05-26,35.721062,35.929790,35.531307,35.569260,33.848080,23260094
2020-05-27,35.493359,35.616699,35.075901,35.493359,33.775856,25904158
2020-05-28,35.901329,36.470589,35.787476,36.223907,34.471050,22521767
2020-05-29,36.309299,36.461102,35.654648,36.233398,34.480087,48333067
2020-06-01,33.681213,33.899429,33.121441,33.643265,32.015285,76884979
2020-06-02,33.709679,34.307400,33.444023,34.307400,32.647282,42690900
2020-06-03,34.430740,34.544594,33.719166,34.307400,32.647282,38751996
2020-06-04,33.880455,34.430740,33.870968,34.165085,32.511852,27013388
2020-06-05,34.383301,34.620495,34.041744,34.146111,32.493797,36705655
2020-06-08,33.965843,34.724857,33.851994,34.715370,33.035511,30194149
2020-06-09,34.629982,34.781784,34.316887,34.354839,32.692425,21675088
2020-06-10,34.497154,34.582542,34.051231,34.079697,32.430599,29557217
2020-06-11,33.776093,33.851994,31.574953,31.593927,30.065115,63166642
2020-06-12,32.333965,32.352940,31.356735,32.020874,30.471401,37902472
2020-06-15,31.593927,31.992411,31.081594,31.650854,30.119286,36247482
2020-06-16,31.869070,32.220116,31.043644,31.688805,30.155399,55616945
2020-06-17,31.869070,32.039848,31.612904,31.840607,30.299856,27509822
2020-06-18,31.565466,31.755219,31.290323,31.537003,30.010944,32278855
2020-06-19,31.963947,32.011387,31.423149,31.707781,30.173460,43986266
2020-06-22,31.622391,31.650854,31.223909,31.413662,29.893570,23332503
2020-06-23,31.499050,31.546490,31.062618,31.091082,29.586601,37690408
2020-06-24,31.034157,31.053131,30.360531,30.540796,29.062944,30817695
2020-06-25,30.464895,30.721064,30.199242,30.664137,29.180315,27418651
2020-06-26,30.597723,30.626186,29.990513,30.398481,28.927515,42153992
2020-06-29,30.796965,30.996204,30.550285,30.967743,29.469231,23956261
2020-06-30,30.863379,31.195446,30.578749,31.024668,29.523399,25451676
2020-07-01,32.770397,32.770397,31.992411,32.011387,30.462372,73503009
2020-07-02,32.846298,33.064514,32.296017,32.741936,31.157570,45270881
2020-07-06,33.159393,33.197342,32.618595,32.741936,31.157570,27150935
2020-07-07,32.305504,32.590134,32.220116,32.286530,30.724203,25148018
2020-07-08,32.267551,32.609108,31.850096,32.020874,30.471401,24256545
2020-07-09,32.001900,32.144215,31.404175,31.745731,30.209572,20363702
2020-07-10,31.935484,32.296017,31.774195,32.096775,30.543629,24459019
2020-07-13,32.950665,33.889942,32.751423,33.406071,31.789568,56569129
2020-07-14,33.557877,33.605312,33.092979,33.425049,31.807629,32854129
2020-07-15,34.146111,34.155598,33.652752,33.889942,32.250027,26294454
2020-07-16,33.776093,33.814041,33.453510,33.776093,32.141682,18421812
2020-07-17,34.022770,34.468693,33.899429,34.392788,32.728539,23347365
2020-07-20,35.569260,35.692600,34.459202,34.629982,32.954254,36815693
2020-07-21,35.047440,35.180267,34.648956,34.810246,33.125797,23588520
2020-07-22,36.271347,36.745731,35.597721,36.584438,34.814133,90705554
2020-07-23,37.220116,37.400379,36.223907,36.442123,34.678711,59639536
2020-07-24,36.081593,36.195446,35.417458,35.730549,34.001568,33870501
2020-07-27,35.445919,35.815941,35.322582,35.616699,33.893227,27640307
2020-07-28,36.565464,37.324478,36.110058,37.020874,35.229454,56393954
2020-07-29,37.286530,37.428844,36.480076,37.248577,35.446140,37033660
2020-07-30,36.318787,36.944973,36.242886,36.755219,35.318504,32273796
2020-07-31,36.318787,36.764706,35.920303,36.508537,35.081463,28472124
2020-08-03,36.631878,36.679317,36.261860,36.385201,34.962952,31036400
2020-08-04,36.347248,36.698292,36.138519,36.423149,34.999413,29448549
2020-08-05,36.499050,36.555977,36.176472,36.480076,35.054115,24292697
2020-08-06,36.783680,37.096775,36.195446,36.309299,34.890015,20922111
2020-08-07,36.337761,36.641365,36.204933,36.480076,35.054115,23097251
2020-08-10,36.574951,36.679317,36.299809,36.423149,34.999413,19964552
2020-08-11,36.584438,36.603416,35.740040,35.853889,34.452400,21326847
2020-08-12,35.891842,36.574951,35.872864,36.366222,34.944714,19957595
2020-08-13,36.119545,36.223907,35.939278,36.214420,34.798843,15340021
2020-08-14,36.062618,36.423149,35.986717,36.110058,34.698563,12901276
2020-08-17,36.091084,36.442123,36.005692,36.385201,34.962952,17494187
2020-08-18,36.480076,36.489563,36.214420,36.394688,34.972061,10846398
2020-08-19,36.508537,36.631878,36.166985,36.299809,34.880898,15690055
2020-08-20,36.223907,36.802658,36.176472,36.736244,35.300270,21957455
2020-08-21,36.916508,37.001900,36.593929,36.888046,35.446140,25467170
2020-08-24,37.020874,37.039848,36.565464,36.850094,35.409672,25011947
2020-08-25,36.537003,36.584438,36.005692,36.442123,35.017647,26221201
2020-08-26,36.233398,36.309299,35.730549,36.100571,34.689445,24083689
2020-08-27,36.015179,36.053131,35.749527,35.920303,34.516224,22156556
2020-08-28,35.929790,36.110058,35.483871,35.967743,34.561813,32830519
2020-08-31,35.901329,36.072105,35.578747,35.853889,34.452400,30032465
2020-09-01,35.853889,35.882355,34.639469,34.990513,33.622776,36145560
2020-09-02,34.886147,35.388992,34.535103,35.294117,33.914516,29068688
2020-09-03,35.455406,35.569260,34.250473,34.535103,33.185173,35956788
2020-09-04,34.620495,34.753323,34.032257,34.497154,33.148705,26872257
2020-09-08,34.658443,34.734344,33.851994,34.089184,32.756680,26736818
2020-09-09,34.430740,34.772297,34.288425,34.326378,32.984608,27490533
2020-09-10,34.345352,34.459202,33.757114,33.823528,32.501408,21650741
2020-09-11,33.908916,34.259960,33.633778,34.222012,32.884315,24109301
2020-09-14,34.497154,35.616699,34.421253,35.113853,33.741295,29565543
2020-09-15,35.284630,35.436432,34.924099,35.066414,33.695713,22003726
2020-09-16,35.370018,35.398483,34.838711,34.895638,33.531612,22208412
2020-09-17,34.895638,35.075901,34.677418,34.933586,33.568077,17894390
2020-09-18,34.895638,35.170776,34.696396,34.753323,33.394859,31694623
2020-09-21,34.506641,34.611008,33.567364,34.174572,32.838734,26608968
2020-09-22,33.975330,34.468693,33.908916,34.392788,33.048416,22727297
2020-09-23,34.478176,34.516129,34.127136,34.155598,32.820499,23102521
2020-09-24,34.108158,34.193546,33.719166,33.927895,32.601700,20859925
2020-09-25,33.719166,34.297913,33.700191,34.203037,32.866085,14365598
2020-09-28,34.307400,34.705883,34.307400,34.525616,33.176052,15044269
2020-09-29,34.563568,34.667931,34.184059,34.316887,32.975483,13512491
2020-09-30,34.411766,35.066414,34.392788,34.819733,33.458672,22629275
2020-10-01,35.018974,35.189754,34.307400,34.506641,33.157818,22520396
2020-10-02,34.212524,34.781784,34.184059,34.516129,33.166935,21461759
2020-10-05,34.658443,34.990513,34.478176,34.867172,33.504257,19400029
2020-10-06,35.104362,35.132828,34.240986,34.316887,32.975483,25233392
2020-10-07,34.402279,34.715370,34.184059,34.601517,33.248989,22160034
2020-10-08,34.724857,35.275143,34.639469,35.000000,33.631897,17857395
2020-10-09,34.943073,35.218216,34.715370,34.905125,33.540726,23667465
2020-10-12,34.819733,35.275143,34.601517,34.933586,33.568077,19413837
2020-10-13,34.791271,35.227703,34.753323,35.009487,33.641010,21543233
2020-10-14,35.113853,35.388992,34.696396,34.971539,33.604542,22120298
2020-10-15,34.753323,34.857685,34.544594,34.677418,33.321922,16089205
2020-10-16,35.170776,36.166985,35.123341,36.005692,34.598278,42993503
2020-10-19,36.451614,36.859585,35.711575,35.863377,34.461521,31931352
2020-10-20,35.929790,35.948769,35.436432,35.569260,34.178902,22384852
2020-10-21,35.436432,35.531307,35.161289,35.180267,33.805111,18984859
2020-10-22,35.180267,35.645161,35.132828,35.512333,34.124199,19243616
2020-10-23,35.986717,36.318787,35.721062,36.223907,34.807961,30557884
2020-10-26,35.929790,36.072105,35.559772,35.977230,34.570923,33783124
2020-10-27,35.142315,36.166985,34.981026,35.512333,34.124199,36851529
2020-10-28,34.914612,35.227703,33.510437,33.633778,32.319077,33857537
2020-10-29,33.662239,33.814041,32.827324,33.472485,32.164085,27545341
2020-10-30,33.434536,33.709679,33.055027,33.662239,32.346424,25631067
2020-11-02,34.089184,34.392788,33.719166,34.373814,33.030182,21430666
2020-11-03,34.563568,34.743832,34.231499,34.335861,32.993713,21636617
2020-11-04,35.161289,36.166985,35.066414,35.417458,34.033035,40870536
2020-11-05,35.341557,35.388992,34.525616,34.525616,33.517242,33926995
2020-11-06,34.525616,34.838711,34.240986,34.535103,33.526447,23870676
2020-11-09,39.715370,39.838711,36.413662,37.191650,36.105412,230153864
2020-11-10,38.377609,38.462997,36.489563,36.698292,35.626461,80091668
2020-11-11,36.888046,38.140415,35.958256,36.527515,35.460670,58980997
2020-11-12,36.318787,36.375713,35.332069,35.626186,34.585667,46767877
2020-11-13,35.929790,36.679317,35.777988,36.641365,35.571194,40175634
2020-11-16,35.920303,36.005692,34.962048,35.417458,34.383038,75530167
2020-11-17,36.490002,36.500000,35.820000,36.040001,34.987396,46984500
2020-11-18,36.930000,37.419998,36.299999,36.320000,35.259216,63442700
2020-11-19,36.599998,36.630001,35.860001,36.189999,35.133011,43261800
2020-11-20,36.700001,37.310001,36.439999,36.700001,35.628117,60633800
